bundle,top,rel,name,title,note,pages,token_est,bytes,is_si,sha256,path
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,FEM\Oliveira2021_COMSOL_Guide!.pdf,Oliveira2021_COMSOL_Guide!.pdf,Oliveira2021 COMSOL Guide!,有限元模拟,49,18816,902676,False,e77a859d5a2f0b1c3aabecbd2e22d0e49c7e9b15603a73c74098f34edf5b8c9b,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\FEM\Oliveira2021_COMSOL_Guide!.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,FEM\Schwartz2013_t2t2.pdf,Schwartz2013_t2t2.pdf,Schwartz2013 t2t2,有限元模拟,13,19743,3154525,False,afcf598bbe1cfc6920b38c1d692679936b8e5230b6b6116f77a63b6dddcf88b9,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\FEM\Schwartz2013_t2t2.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,FEM\Tandon2018_FiniteVolumeMethod_InternalGradients.pdf,Tandon2018_FiniteVolumeMethod_InternalGradients.pdf,Effect of Internal Magnetic-Field Gradients on Nuclear-Magnetic-Resonance Measurements and Nuclear-Magnetic-Resonance-Based,有限元模拟,18,15375,2420142,False,4c00fcb57fd69350d87f6fd4a22ee6fddb08e36cf113ba058b84ceb5e7eeaaae,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\FEM\Tandon2018_FiniteVolumeMethod_InternalGradients.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,LBM\Guyer2000_LBM.pdf,Guyer2000_LBM.pdf,USING STANDARD SYSTE,格子 Boltzmann 模拟,15,19013,566748,False,547b3892a8f1701c4cd8d61c15c4154c263a14a132799d4e5ed87eb42d030f82,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\LBM\Guyer2000_LBM.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,LBM\Mohnke2014.pdf,Mohnke2014.pdf,Joint numerical microscale simulations of multiphase flow and NMR relaxation behavior in porous media using Lattice Boltzmann methods,格子 Boltzmann 模拟,16,17886,1504229,False,d6676a41b73080e160203ab154a4292cdd4b67fafe44bf12323ad68f4c9d00b1,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\LBM\Mohnke2014.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,Machine learning\Asoodeh2015_NMRParametersDeterminationThro.pdf,Asoodeh2015_NMRParametersDeterminationThro.pdf,Asoodeh2015 NMRParametersDeterminationThro,机器学习预测/参数估计,26,16185,1950224,False,b64bf5b7067ff8219d9c8e3075c542fe341f5f0e82640aa73714625bdcb2e3c9,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Machine learning\Asoodeh2015_NMRParametersDeterminationThro.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,Machine learning\Farzi2017_Simulation_artificial_neural_netw.pdf,Farzi2017_Simulation_artificial_neural_netw.pdf,Simulation of NMR response from micro-CT images using artificial neural networks,机器学习预测/参数估计,8,9347,2468629,True,9143b4f2026cfc5e0e4428ee6d18cf95a40a704128701b9bba82e4b2e8aa2062,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Machine learning\Farzi2017_Simulation_artificial_neural_netw.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,Machine learning\Golsanami2014_CommitteeMachine.pdf,Golsanami2014_CommitteeMachine.pdf,"Estimating NMR T2 distribution data from well log data with the use of a committee machine approach_ A case study from the Asmari formation in the Zagros Basin, Iran",机器学习预测/参数估计,14,16050,6181389,False,c744d16bbac34d530d74473b47f298966be1a10dc41141258e540fed712cbd3b,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Machine learning\Golsanami2014_CommitteeMachine.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,Machine learning\Golsanami2021_NMRseismic.pdf,Golsanami2021_NMRseismic.pdf,Type of the Paper (Article,机器学习预测/参数估计,27,31948,3188981,False,a7862295ed502a7517a38d250dda9cf986e6fa1644295006d235d3a5c36e40b5,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Machine learning\Golsanami2021_NMRseismic.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,Machine learning\Li2019_NeuralNetworkModelingOfInSituF.pdf,Li2019_NeuralNetworkModelingOfInSituF.pdf,Neural network modeling of in situ fluid-filled pore size distributions in subsurface shale reservoirs under data constraints,机器学习预测/参数估计,13,15834,2123226,True,097a1c573d1945a960c8fdf96652715366f373cafe4374b84394e1ccfca99a65,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Machine learning\Li2019_NeuralNetworkModelingOfInSituF.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,Machine learning\Mohaghegh2001_IntelligentSystemsReservoirCharacterization.pdf,Mohaghegh2001_IntelligentSystemsReservoirCharacterization.pdf,PII: S0920-4105(01)00089-4,机器学习预测/参数估计,16,12818,890569,False,f25e027b6c64613da481bff2431c7848ea7854373e296076ecaed6d7222776d2,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Machine learning\Mohaghegh2001_IntelligentSystemsReservoirCharacterization.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,matrix diagonalization methods\1-s2.0-S0021979702984729-main.pdf,1-s2.0-S0021979702984729-main.pdf,Magnetization Evolution in Network Models of Porous Rock under Conditions of Drainage and Imbibition,矩阵对角化/解析计算,12,17010,628530,False,f7fe3cd43af32148658bf3af565318929b86a1e3d779192600073b0d98c717d6,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\matrix diagonalization methods\1-s2.0-S0021979702984729-main.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,matrix diagonalization methods\Chang2000.pdf,Chang2000.pdf,Ioannidis.PDF,矩阵对角化/解析计算,12,7734,237196,False,f12fea2e58027253222954c6387d4ad76adf33ff3706d46ca73afcfb35350805,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\matrix diagonalization methods\Chang2000.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,matrix diagonalization methods\Chang2001_drainage_conditions_saturation_history.pdf,Chang2001_drainage_conditions_saturation_history.pdf,2001: Pore Network Simulation of Low-Field NMR Relaxometry Under Conditions of Drainage and Imbibition: Effects of Pore Structure and Saturation History,矩阵对角化/解析计算,11,8968,720645,False,0b9aa28b46017013e38650c3a4d68da1dd9c484989a0504d3d9464a88b37c1bb,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\matrix diagonalization methods\Chang2001_drainage_conditions_saturation_history.pdf
05_NMR_simulation_machine_learning_matrix.pdf,NMR simulation,matrix diagonalization methods\McCall1991.pdf,McCall1991.pdf,Magnetization evolution in connected pore systems,矩阵对角化/解析计算,14,15518,820260,False,b846d3d70a382a51a3bfbdb6e87d9972b9c5d1617775b81adfcfbb1db5debb76,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\matrix diagonalization methods\McCall1991.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\1-s2.0-S109078071830123X-main.pdf,1-s2.0-S109078071830123X-main.pdf,Computational approach to integrate 3D X-ray microtomography and NMR data,随机游走模拟,9,13143,1321466,False,7921c4a84532105ed331327d11f6f3b0f3d6a1d6c536e8d478839c201da0907d,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\1-s2.0-S109078071830123X-main.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Alhwety2014_Rock-typing_DiffCoupl.pdf,Alhwety2014_Rock-typing_DiffCoupl.pdf,DF_Alhwety_v4_final_nodate,随机游走模拟,7,5505,5288078,False,0ef32964002fc030f22016dac558a8bac2fbd5ba7fa3d5684f0eb0e5a71a8268,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Alhwety2014_Rock-typing_DiffCoupl.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Carneiro2014.pdf,Carneiro2014.pdf,Carneiro2014,随机游走模拟,8,5119,803454,False,4a7cf13ca4d2e39b345ad6e2955761c0f977366afba9c0ab3369101b84c4dfc7,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Carneiro2014.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Chi2015_DiffusionalCoupling.pdf,Chi2015_DiffusionalCoupling.pdf,Diffusional coupling between microfractures and pore structure and its impact on nuclear magnetic resonance measurements in multiple-porosity systems,随机游走模拟；扩散与弛豫机制,12,15756,3042434,True,6e5322498cfc7395c7b31b294f7d1d6864ff5528055bfffd9efebc93cb5e1538,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Chi2015_DiffusionalCoupling.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Fraga2013_RWCarbonatesPoreCoupling.pdf,Fraga2013_RWCarbonatesPoreCoupling.pdf,Fraga2013 RWCarbonatesPoreCoupling,随机游走模拟,4,5266,289636,False,a919bfacefcc49e7da4cfa436d7eb0f0a4ee1acf050b7bf56ae73291ef5ef28c,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Fraga2013_RWCarbonatesPoreCoupling.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Gonzalez2020_Inhomogeneities .pdf,Gonzalez2020_Inhomogeneities .pdf,Simulations of NMR Relaxation in a Real Porous Structure: Pre-asymptotic Behavior to the Localization Regime,随机游走模拟,15,10889,1400599,False,18d700806668cecf81fbe6f8f1a74bbaac183cfaa1d28f6d6231096545fa95d0,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Gonzalez2020_Inhomogeneities .pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Guo et al. - 2016 - Numerical simulation of multi-dimensional NMR resp.pdf,Guo et al. - 2016 - Numerical simulation of multi-dimensional NMR resp.pdf,Guo et al. - 2016 - Numerical simulation of multi-dimensional NMR resp.pdf,随机游走模拟,10,12388,2315839,True,14e1cde6662e5652f1d45db502a4f10bad01ba926376443a3a191773845ee7ca,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Guo et al. - 2016 - Numerical simulation of multi-dimensional NMR resp.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\httpsimperialcollegelondon.box.comvportallive-51037696-pdf.pdf,httpsimperialcollegelondon.box.comvportallive-51037696-pdf.pdf,Imperial College London,随机游走模拟,163,50286,7634348,True,787b42f9a4ff7422e0536f5f61ed73bf38bdf979ee8320b2071eb3a734d8194b,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\httpsimperialcollegelondon.box.comvportallive-51037696-pdf.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Kaas2017_NMRforPermafrost.pdf,Kaas2017_NMRforPermafrost.pdf,Kaas2017 NMRforPermafrost,随机游走模拟,13,15945,8877553,False,3113b1632fb64869ca230807a5d7af5f04c51601e13eb1ef3487434131aeb1a9,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Kaas2017_NMRforPermafrost.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Leibig1993_RW.pdf,Leibig1993_RW.pdf,Leibig1993 RW,随机游走模拟,20,9835,886370,False,7fb4769e750827bad20cb459ab523555487d06666daecc92b822d23d66a9a633,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Leibig1993_RW.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Lucas-Oliveira2018.pdf,Lucas-Oliveira2018.pdf,Computational approach to integrate 3D X-ray microtomography and NMR data,随机游走模拟,9,13143,1440170,False,788c8a0586525cb49dcf98d56b38ee3bd3490099d933faf17e63a9d7a28d3074,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Lucas-Oliveira2018.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Noetinger2016_preprint.pdf,Noetinger2016_preprint.pdf,Noetinger2016 preprint,随机游走模拟,45,17939,1675518,False,184a48b928044e82607c34f9c8fa0ad9ffd8a54757dd67490f0fd6ba56e5d5c8,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Noetinger2016_preprint.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\SCA2008-30.pdf,SCA2008-30.pdf,2008: Pore-Scale Simulation of Nmr Response in Carbonates,随机游走模拟,12,8717,231915,False,8c036f760bd71b445c9391a3ac4ae4aeacaf5f74b95161dbea9b9d11a6cb7097,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\SCA2008-30.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\toumelin2002.pdf,toumelin2002.pdf,Quantification of Multi-Phase Fluid Saturations in Complex Pore Geometries From Simulations of Nuclear Magnetic Resonance Measurements,随机游走模拟,13,18756,1313752,False,e3b35583afa18ad738774aee5431586fd7575d0cc571533a1b2cd6bbf7122bf1,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\toumelin2002.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Toumelin2003_generalRW.pdf,Toumelin2003_generalRW.pdf,Toumelin2003 generalRW,随机游走模拟,11,10912,992428,False,f70847c38188674e982b9ec190139e8fee0f98aac1b117230b310bf9af045d14,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Toumelin2003_generalRW.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Toumelin2003_Temp&DiffusiveCoupling.pdf,Toumelin2003_Temp&DiffusiveCoupling.pdf,"Toumelin et al. - , C. Torres-Verdín.pdf",随机游走模拟,17,18571,743019,True,86342ccd5b7c90d442fedb48cad3535c649ad9d1e6a6d21bef7483c35595d1f3,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Toumelin2003_Temp&DiffusiveCoupling.pdf
06_NMR_simulation_random_walk.pdf,NMR simulation,Random Walk\Toumelin2007_GeneralRW.pdf,Toumelin2007_GeneralRW.pdf,doi:10.1016/j.jmr.2007.05.024,随机游走模拟,14,15962,2457784,False,cfb3aa1456bab6e0389f55bc501418295ddcbf887d0c64ad8b0c501601a3552d,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Random Walk\Toumelin2007_GeneralRW.pdf
